Date,Time,Chip ID,Chip Load UUID,Standard Curve File,Standard Curve UUID,Signal,Concentration Measured,Concentration,QC Recovery Applied,QC Corrected Concentration,Replicate Concentrations,Regen Delta,Sample Name,Measurement UUID,QC Measurement UUID,Dilution,Signal Stdev,%CV,Hash,Record State,State Changed At,State Changed By,Created At,Standard Curve Fit Model,Standard Curve A,Standard Curve B,Standard Curve C,Standard Curve D,Standard Curve E
2026-07-21,12:31:56,B72604R8043,csba378,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-21\B72604R8043_08-47-01.csv,csbd616,0.47074559187871046,66.63818759962246,66.63818759962246,95.05709664067395,70.10332732075962,0.000000|133.276375,-0.010914|0.953842,Neat 150ug/ml,m43d5098,q28694cc,Neat,0.4847963884577098,102.98479620869601,22e62688c75f042cc74658c08ac399c61ab5b5c648edd9eeacdd61b76ddda6bb,draft,2026-07-21 12:46:59,,2026-07-21 12:46:59,4PL,0.04630407350381037,1.4199016450345572,93.97100997067228,1.5091396905880012,1.0
2026-07-21,13:33:04,B72604R8043,cs29b40,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-21\B72604R8043_08-47-01.csv,cs71f7c0aa,0.9380895641671145,128.687520977426,128.687520977426,2337.9689784550683,5.504244160778508,125.236969|132.138073,0.940395|0.945842,Neat 150ug/ml,mcd6919a,qb1f8934,Neat,0.01325542368334709,1.4130232538207537,a544419eefe9c3cc9fb64405383e951aace68d5b749fecb92119ef6565596e13,approved,2026-07-21 13:54:43,admin,2026-07-21 13:48:06,4PL,0.04630407350381037,1.4199016450345572,93.97100997067228,1.5091396905880012,1.0
2026-07-22,09:22:46,B72604R8043,cs1502c,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-22\B72604R8043_07-33-39.csv,csa8210,0.6603545203952308,84.18294471357717,84.18294471357717,100.19023021268809,84.02310737770541,101.807538|66.558351,0.759342|0.557216,Port 1 Sample A,m016874f,qe4e3960,Neat,0.09998684460072127,15.141388680261905,64856cdf2fecbd9e1452bf2f901f1352a99325098385ecc6b4e03a5d6a97b940,draft,2026-07-22 09:37:50,,2026-07-22 09:37:50,4PL,0.03750240401716933,1.384460137859684,95.37075263433357,1.4206876213651303,1.0
2026-07-22,09:37:53,B72604R8043,cs1502c,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-22\B72604R8043_07-33-39.csv,csa8210,0.57150452933314,68.22153705492875,68.22153705492875,100.19023021268809,68.09200548806521,69.018865|67.424210,0.571676|0.568768,Port 2 Sample B,m1c3f10b,qe4e3960,Neat,0.005304794020105419,0.9282155692266021,500f5ca05638ce57b641b5efaf02f151eb190beba3d1b63944b36a5d3db30a76,draft,2026-07-22 09:52:54,,2026-07-22 09:52:54,4PL,0.03750240401716933,1.384460137859684,95.37075263433357,1.4206876213651303,1.0
2026-07-22,10:14:33,B72604R8043,cs1502c,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-22\B72604R8043_07-33-39.csv,csa8210,0.6279462012476529,77.32834542372288,77.32834542372288,99.7767286238854,77.50138382990777,84.130437|70.526253,0.667056|0.585582,Port 1 Sample A-1,m3cb7da4,q213b36d,Neat,0.04126332240167585,6.571155669019199,a4db66eb215ee2db1a6bf02fff874725b187bae448dbde7c607fad192aa53bf6,draft,2026-07-22 10:29:36,,2026-07-22 10:29:36,4PL,0.03750240401716933,1.384460137859684,95.37075263433357,1.4206876213651303,1.0
2026-07-22,10:29:39,B72604R8043,cs1502c,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-22\B72604R8043_07-33-39.csv,csa8210,0.5534682234758179,65.54355965759834,65.54355965759834,99.7767286238854,65.69022713168805,65.553326|65.533794,0.551618|0.551340,Port 2 Sample B-1,m57f9e4d,q213b36d,Neat,6.673260435263728e-05,0.01205716995522381,e1095662c29487ccf98b7c57818feccab23a42aab1bb5c6cc64fbdb46cd32b45,draft,2026-07-22 10:44:41,,2026-07-22 10:44:41,4PL,0.03750240401716933,1.384460137859684,95.37075263433357,1.4206876213651303,1.0
2026-07-22,12:05:13,B72604R8043,cs1502c,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-22\B72604R8043_07-33-39.csv,csa8210,0.2671411815469469,30.660838719097313,30.660838719097313,100.76524459866928,30.427990167854187,61.321677|0.000000,0.518568|0.005667,Port 1 Sample A-2 Pooled,mb2bf572,q74128f4,Neat,0.2568728943592191,96.15623202373116,01160cdf963291cbfee84cdd4be5315bff1a79994c232f963c81e19c48ef5117,draft,2026-07-22 12:20:16,,2026-07-22 12:20:16,4PL,0.03750240401716933,1.384460137859684,95.37075263433357,1.4206876213651303,1.0
2026-07-22,12:49:04,B72604R8043,cs1502c,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-22\B72604R8043_07-33-39.csv,csa8210,0.597098677319309,75.27187408371923,75.27187408371923,102.52383061577083,73.41890527463423,100.284300|50.259448,0.749075|0.440456,Sample A unmixed,md39f62f,qb7b89ba,Neat,0.1560372630800657,26.1325755703562,14c9f64a7d2bfd100bc8d3ab72905d42fa02fcc498f1493fc8e27eb16cd182ce,draft,2026-07-22 13:04:09,,2026-07-22 13:04:09,4PL,0.03750240401716933,1.384460137859684,95.37075263433357,1.4206876213651303,1.0
2026-07-22,13:04:11,B72604R8043,cs1502c,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-22\B72604R8043_07-33-39.csv,csa8210,0.49184717407939615,59.684416029608826,59.684416029608826,102.52383061577083,58.2151639000775,84.581046|34.787786,0.665046|0.309245,Sample B unmixed,mece8f5a,qb7b89ba,Neat,0.1799013079429983,36.57666800256086,b8792e05df14070f6e677d9f8561be3d0755007c21cf8076a82a79230bd42e63,draft,2026-07-22 13:19:10,,2026-07-22 13:19:10,4PL,0.03750240401716933,1.384460137859684,95.37075263433357,1.4206876213651303,1.0
2026-07-23,08:34:12,B72604R8043,csed100,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-23\B72604R8043_07-10-52.csv,csa42af,0.6335458172201811,84.99884874568528,84.99884874568528,101.48905273740895,83.75174115144208,84.957269|85.040429,0.631962|0.632272,Sample A,m621dd9c,q46ae5f7,Neat,0.0002124390202311588,0.033531753261868386,bbe0e298024e1bf72072c49116866beeedfe680930dd7103b3e746913988edc3,draft,2026-07-23 08:49:15,,2026-07-23 08:49:15,4PL,0.03128756259304852,1.3312588144115518,96.35754507823475,1.3452508919909771,1.0
2026-07-23,08:49:17,B72604R8043,csed100,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-23\B72604R8043_07-10-52.csv,csa42af,0.5507362716812167,70.0250719608946,70.0250719608946,101.48905273740895,68.99766040981413,69.720954|70.329190,0.547821|0.547638,Sample B,m7c720be,q46ae5f7,Neat,0.0018159892122184829,0.32973844389708795,cc18a84998bf5b1635881085f64fd881d5517380892d7a0ade063e69ec48346b,draft,2026-07-23 09:04:18,,2026-07-23 09:04:18,4PL,0.03128756259304852,1.3312588144115518,96.35754507823475,1.3452508919909771,1.0
2026-07-23,12:04:47,B72604R8043,cs370da,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-23\B72604R8043_07-10-52.csv,cs3892bc5d,0.6744376382019937,93.64921328623122,9364.92132862312,,,10114.586227|8615.256430,0.707351|0.638289,Sample A 1in100 Auto,mcee420a,,1 in 100,0.035032687060265744,5.194355278519239,e617546623f5ecd5cd974d8ac15d0db8a57c252910f338f4734a5db8f3c81e57,draft,2026-07-23 12:27:02,,2026-07-23 12:27:02,4PL,0.03128756259304852,1.3312588144115518,96.35754507823475,1.3452508919909771,1.0
2026-07-23,12:31:17,B72604R8043,cs370da,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-23\B72604R8043_07-10-52.csv,cs3892bc5d,0.590174520898131,77.06595985252623,7706.595985252623,,,8326.753296|7086.438674,0.620877|0.553978,Sample B 1in100 Auto,m81ee3ee,,1 in 100,0.03444519690378911,5.836442557935271,584ea5de51ac34deaf9291cc1cb1cfc0f6c79cbdeaab9fd14aa28180e1d7b913,draft,2026-07-23 12:53:31,,2026-07-23 12:53:31,4PL,0.03128756259304852,1.3312588144115518,96.35754507823475,1.3452508919909771,1.0
2026-07-23,12:56:13,B72604R8043,cs370da,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-23\B72604R8043_07-10-52.csv,cs3892bc5d,0.6325235666198523,84.79896666344209,8479.896666344208,,,8479.896666,0.628905,Sample B 1in100 Auto,mada9cf7,,1 in 100,0.0,0.0,640027fcee5c71c4bc525fc8a240d2654ede1c42eec830e9ac9c22ead65d119c,draft,2026-07-23 13:09:03,,2026-07-23 13:09:03,4PL,0.03128756259304852,1.3312588144115518,96.35754507823475,1.3452508919909771,1.0
2026-07-24,12:31:05,B72604R8043,cs068c5,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-24\B72604R8043_09-15-22.csv,cs32fb9,0.7794154134911082,124.02035798066731,124.02035798066731,105.42584623415559,117.63752666989504,124.510284|123.530432,0.780562|0.779240,S1,ma4903db,q87d652f,Neat,0.0016814163126923631,0.2157278754805566,ec095d9d4c3ef7a0d64960115ad4177109518e2c9240d2f96a1fac10dcb7b848,draft,2026-07-24 12:46:08,,2026-07-24 12:46:08,4PL,0.03485677951773856,1.383679679143339,96.2336193062333,1.3035828556248343,1.0
2026-07-24,12:46:11,B72604R8043,cs068c5,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-24\B72604R8043_09-15-22.csv,cs32fb9,0.7278422931957493,110.02915979300869,110.02915979300869,105.42584623415559,104.36639943930726,109.547021|110.511298,0.725346|0.728001,S2,mc069075,q87d652f,Neat,0.0019067081975663314,0.2619672167159338,390e5d4790d6d25927ffe7135fb3456a685f6e2114feffd888005b889c6657b5,draft,2026-07-24 13:01:14,,2026-07-24 13:01:14,4PL,0.03485677951773856,1.383679679143339,96.2336193062333,1.3035828556248343,1.0
2026-07-24,13:01:17,B72604R8043,cs068c5,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-24\B72604R8043_09-15-22.csv,cs32fb9,0.7145730018406198,106.7306748539826,106.7306748539826,105.42584623415559,101.23767431463527,106.188073|107.273277,0.711084|0.719131,S3,mdb66edc,q87d652f,Neat,0.002219791596928644,0.3106458809961802,0cbc1022b9741259a8e835114b72693c2d152623c976520de2bd5fb220675db1,draft,2026-07-24 13:16:18,,2026-07-24 13:16:18,4PL,0.03485677951773856,1.383679679143339,96.2336193062333,1.3035828556248343,1.0
2026-07-24,13:16:21,B72604R8043,cs068c5,C:\Users\user\AppData\Roaming\loki-electron\backend-runtime\data\standard_curve\2026-07-24\B72604R8043_09-15-22.csv,cs32fb9,0.9111193000648541,213.42638145513757,213.42638145513757,105.42584623415559,202.44218005242084,318.236272|108.616491,1.100824|0.721112,S4,mf4fbc00,q87d652f,Neat,0.1888996087793089,20.732697547496016,b9eb379fcd9cf4be38589521f4e2a0a2e59c6a79975c8fa29542b619c2344d05,draft,2026-07-24 13:31:20,,2026-07-24 13:31:20,4PL,0.03485677951773856,1.383679679143339,96.2336193062333,1.3035828556248343,1.0
